MakeDate,Year,Population,GrowthRate,Growth,Month,Active listing,Sales,Sales ratio,Benchmark price,Average day on market,Bank of Canada Interest Rate,Interest Change,Adj Close,Close,High,Open,Low,Index Change,Volume,Housetype
6/1/2018,2018,2530746,0.0127,31654,6,3711,120,0.032336297,704200,21,0.0125,0,16253.25237,16253.25237,16300.14304,16253.45722,16206.37137,0.20485,21136381429,A
6/1/2018,2018,2530746,0.0127,31654,6,1681,19,0.011302796,859800,22,0.0125,0,16253.25237,16253.25237,16300.14304,16253.45722,16206.37137,0.20485,21136381429,T
6/1/2018,2018,2530746,0.0127,31654,6,6555,766,0.116857361,1598200,38,0.0125,0,16253.25237,16253.25237,16300.14304,16253.45722,16206.37137,0.20485,21136381429,D
7/1/2018,2018,2530746,0.0127,31654,7,3959,1079,0.272543572,700500,24,0.015,0.0025,16432.5619,16432.5619,16473.87626,16427.62388,16380.71424,-4.93802,16733440476,A
7/1/2018,2018,2530746,0.0127,31654,7,1753,354,0.201939532,856000,27,0.015,0.0025,16432.5619,16432.5619,16473.87626,16427.62388,16380.71424,-4.93802,16733440476,T
7/1/2018,2018,2530746,0.0127,31654,7,6425,637,0.099143969,1588400,47,0.015,0.0025,16432.5619,16432.5619,16473.87626,16427.62388,16380.71424,-4.93802,16733440476,D
8/1/2018,2018,2530746,0.0127,31654,8,3859,1025,0.265612853,695500,29,0.015,0,16332.4272,16332.4272,16391.83185,16345.63623,16287.68177,13.20903,19831091818,A
8/1/2018,2018,2530746,0.0127,31654,8,1740,337,0.193678161,846000,31,0.015,0,16332.4272,16332.4272,16391.83185,16345.63623,16287.68177,13.20903,19831091818,T
8/1/2018,2018,2530746,0.0127,31654,8,6225,567,0.091084337,1561000,54,0.015,0,16332.4272,16332.4272,16391.83185,16345.63623,16287.68177,13.20903,19831091818,D
9/1/2018,2018,2530746,0.0127,31654,9,4617,812,0.175871778,687300,32,0.015,0,16125.6104,16125.6104,16183.16843,16146.34211,16087.27369,20.73171,25250305263,A
9/1/2018,2018,2530746,0.0127,31654,9,1963,275,0.140091696,837600,33,0.015,0,16125.6104,16125.6104,16183.16843,16146.34211,16087.27369,20.73171,25250305263,T
9/1/2018,2018,2530746,0.0127,31654,9,6504,508,0.078105781,1540900,53,0.015,0,16125.6104,16125.6104,16183.16843,16146.34211,16087.27369,20.73171,25250305263,D
10/1/2018,2018,2530746,0.0127,31654,10,4785,985,0.20585162,683500,29,0.0175,0.0025,15441.17267,15441.17267,15542.33634,15494.95455,15377.2864,53.78188,27913133182,A
10/1/2018,2018,2530746,0.0127,31654,10,1991,344,0.172777499,829200,32,0.0175,0.0025,15441.17267,15441.17267,15542.33634,15494.95455,15377.2864,53.78188,27913133182,T
10/1/2018,2018,2530746,0.0127,31654,10,6208,637,0.102609536,1524000,53,0.0175,0.0025,15441.17267,15441.17267,15542.33634,15494.95455,15377.2864,53.78188,27913133182,D
11/1/2018,2018,2530746,0.0127,31654,11,4602,810,0.17601043,667800,34,0.0175,0,15144.00457,15144.00457,15197.88632,15130.40461,15070.67267,-13.59996,25368177273,A
11/1/2018,2018,2530746,0.0127,31654,11,1918,282,0.147028154,818500,40,0.0175,0,15144.00457,15144.00457,15197.88632,15130.40461,15070.67267,-13.59996,25368177273,T
11/1/2018,2018,2530746,0.0127,31654,11,5787,516,0.089165371,1500100,55,0.0175,0,15144.00457,15144.00457,15197.88632,15130.40461,15070.67267,-13.59996,25368177273,D
12/1/2018,2018,2530746,0.0127,31654,12,3771,535,0.141872182,664100,41,0.0175,0,14546.79996,14546.79996,14690.97374,14623.13682,14486.70534,76.33686,27627666842,A
12/1/2018,2018,2530746,0.0127,31654,12,1579,189,0.11969601,809700,44,0.0175,0,14546.79996,14546.79996,14690.97374,14623.13682,14486.70534,76.33686,27627666842,T
12/1/2018,2018,2530746,0.0127,31654,12,4925,348,0.070659898,1479000,56,0.0175,0,14546.79996,14546.79996,14690.97374,14623.13682,14486.70534,76.33686,27627666842,D
1/1/2019,2019,2555884,0.0099,25138,1,4115,559,0.135844471,658600,47,0.0175,0,15031.88623,15031.88623,15059.50444,14983.66366,14935.68182,-48.22257,23706268636,A
1/1/2019,2019,2555884,0.0099,25138,1,1719,205,0.119255381,800600,52,0.0175,0,15031.88623,15031.88623,15059.50444,14983.66366,14935.68182,-48.22257,23706268636,T
1/1/2019,2019,2555884,0.0099,25138,1,4974,339,0.068154403,1453400,64,0.0175,0,15031.88623,15031.88623,15059.50444,14983.66366,14935.68182,-48.22257,23706268636,D
2/1/2019,2019,2555884,0.0099,25138,2,4465,759,0.169988802,660300,40,0.0175,0,15811.20534,15811.20534,15845.64212,15796.47898,15757.57381,-14.72636,25021040526,A
2/1/2019,2019,2555884,0.0099,25138,2,1852,277,0.149568035,789300,39,0.0175,0,15811.20534,15811.20534,15845.64212,15796.47898,15757.57381,-14.72636,25021040526,T
2/1/2019,2019,2555884,0.0099,25138,2,5273,448,0.084961123,1443100,55,0.0175,0,15811.20534,15811.20534,15845.64212,15796.47898,15757.57381,-14.72636,25021040526,D
3/1/2019,2019,2555884,0.0099,25138,3,5076,873,0.171985816,656900,37,0.0175,0,16119.56185,16119.56185,16163.68578,16124.24754,16073.70461,4.68569,26978545714,A
3/1/2019,2019,2555884,0.0099,25138,3,2049,325,0.158613958,783600,39,0.0175,0,16119.56185,16119.56185,16163.68578,16124.24754,16073.70461,4.68569,26978545714,T
3/1/2019,2019,2555884,0.0099,25138,3,5649,529,0.093644893,1437100,46,0.0175,0,16119.56185,16119.56185,16163.68578,16124.24754,16073.70461,4.68569,26978545714,D
4/1/2019,2019,2555884,0.0099,25138,4,5796,885,0.152691511,656900,33,0.0175,0,16470.40002,16470.40002,16492.31427,16455.75233,16422.75246,-14.64769,21424580476,A
4/1/2019,2019,2555884,0.0099,25138,4,2325,358,0.153978495,783300,33,0.0175,0,16470.40002,16470.40002,16492.31427,16455.75233,16422.75246,-14.64769,21424580476,T
4/1/2019,2019,2555884,0.0099,25138,4,6236,586,0.093970494,1437100,52,0.0175,0,16470.40002,16470.40002,16492.31427,16455.75233,16422.75246,-14.64769,21424580476,D
5/1/2019,2019,2555884,0.0099,25138,5,5877,1246,0.212012932,664200,34,0.0175,0,16316.76376,16316.76376,16356.21369,16303.08176,16253.42725,-13.682,21600038636,A
5/1/2019,2019,2555884,0.0099,25138,5,2392,419,0.175167224,779400,36,0.0175,0,16316.76376,16316.76376,16356.21369,16303.08176,16253.42725,-13.682,21600038636,T
5/1/2019,2019,2555884,0.0099,25138,5,6416,913,0.142300499,1421900,45,0.0175,0,16316.76376,16316.76376,16356.21369,16303.08176,16253.42725,-13.682,21600038636,D
6/1/2019,2019,2555884,0.0099,25138,6,5980,941,0.15735786,654700,36,0.0175,0,16322.64517,16322.64517,16358.20015,16325.65503,16279.11016,3.00986,21116158000,A
6/1/2019,2019,2555884,0.0099,25138,6,2470,390,0.157894737,774700,34,0.0175,0,16322.64517,16322.64517,16358.20015,16325.65503,16279.11016,3.00986,21116158000,T
6/1/2019,2019,2555884,0.0099,25138,6,6518,746,0.114452286,1423500,48,0.0175,0,16322.64517,16322.64517,16358.20015,16325.65503,16279.11016,3.00986,21116158000,D
7/1/2019,2019,2555884,0.0099,25138,7,5653,1243,0.219883248,653200,37,0.0175,0,16515.04084,16515.04084,16547.93191,16515.22736,16470.88641,0.18652,16873466818,A
7/1/2019,2019,2555884,0.0099,25138,7,2369,473,0.199662305,770000,41,0.0175,0,16515.04084,16515.04084,16547.93191,16515.22736,16470.88641,0.18652,16873466818,T
7/1/2019,2019,2555884,0.0099,25138,7,6218,841,0.135252493,1417000,48,0.0175,0,16515.04084,16515.04084,16547.93191,16515.22736,16470.88641,0.18652,16873466818,D
8/1/2019,2019,2555884,0.0099,25138,8,5269,1116,0.211804897,654000,42,0.0175,0,16243.06659,16243.06659,16308.5333,16239.12379,16175.09528,-3.9428,19546379524,A
8/1/2019,2019,2555884,0.0099,25138,8,2223,409,0.183985605,771900,44,0.0175,0,16243.06659,16243.06659,16308.5333,16239.12379,16175.09528,-3.9428,19546379524,T
8/1/2019,2019,2555884,0.0099,25138,8,5904,706,0.119579946,1406700,55,0.0175,0,16243.06659,16243.06659,16308.5333,16239.12379,16175.09528,-3.9428,19546379524,D
9/1/2019,2019,2555884,0.0099,25138,9,5323,1166,0.219049408,651500,43,0.0175,0,16683.24531,16683.24531,16729.61484,16677.7,16638.9752,-5.54531,23414155000,A
9/1/2019,2019,2555884,0.0099,25138,9,2233,422,0.18898343,767500,45,0.0175,0,16683.24531,16683.24531,16729.61484,16677.7,16638.9752,-5.54531,23414155000,T
9/1/2019,2019,2555884,0.0099,25138,9,5883,745,0.12663607,1406200,58,0.0175,0,16683.24531,16683.24531,16729.61484,16677.7,16638.9752,-5.54531,23414155000,D
10/1/2019,2019,2555884,0.0099,25138,10,4770,1384,0.290146751,652500,41,0.0175,0,16403.16357,16403.16357,16459.3271,16418.44997,16357.00901,15.2864,18452478182,A
10/1/2019,2019,2555884,0.0099,25138,10,2047,536,0.261846605,771600,43,0.0175,0,16403.16357,16403.16357,16459.3271,16418.44997,16357.00901,15.2864,18452478182,T
10/1/2019,2019,2555884,0.0099,25138,10,5419,938,0.173094667,1410500,55,0.0175,0,16403.16357,16403.16357,16459.3271,16418.44997,16357.00901,15.2864,18452478182,D
11/1/2019,2019,2555884,0.0099,25138,11,4172,1222,0.292905081,651500,44,0.0175,0,16925.99535,16925.99535,16946.08566,16904.41425,16880.40951,-21.5811,20540180476,A
11/1/2019,2019,2555884,0.0099,25138,11,1812,451,0.248896247,772800,42,0.0175,0,16925.99535,16925.99535,16946.08566,16904.41425,16880.40951,-21.5811,20540180476,T
11/1/2019,2019,2555884,0.0099,25138,11,4786,825,0.172377768,1415400,57,0.0175,0,16925.99535,16925.99535,16946.08566,16904.41425,16880.40951,-21.5811,20540180476,D
12/1/2019,2019,2555884,0.0099,25138,12,3244,1053,0.32459926,656700,48,0.0175,0,17019.95986,17019.95986,17058.9751,17024.31494,16983.00986,4.35508,20783443000,A
12/1/2019,2019,2555884,0.0099,25138,12,1418,364,0.256699577,778400,51,0.0175,0,17019.95986,17019.95986,17058.9751,17024.31494,16983.00986,4.35508,20783443000,T
12/1/2019,2019,2555884,0.0099,25138,12,3941,599,0.15199188,1423500,65,0.0175,0,17019.95986,17019.95986,17058.9751,17024.31494,16983.00986,4.35508,20783443000,D
1/1/2020,2020,2581079,0.0099,25195,1,3411,814,0.238639695,663200,43,0.0175,0,17381.99565,17381.99565,17412.73171,17360.34553,17328.04998,-21.65012,21187187727,A
1/1/2020,2020,2581079,0.0099,25195,1,1407,318,0.226012793,782500,58,0.0175,0,17381.99565,17381.99565,17412.73171,17360.34553,17328.04998,-21.65012,21187187727,T
1/1/2020,2020,2581079,0.0099,25195,1,3799,439,0.115556725,1431200,69,0.0175,0,17381.99565,17381.99565,17412.73171,17360.34553,17328.04998,-21.65012,21187187727,D
2/1/2020,2020,2581079,0.0099,25195,2,3732,1061,0.284297964,677200,31,0.0175,0,17542.68945,17542.68945,17609.17887,17558.31055,17466.33697,15.6211,26151855789,A
2/1/2020,2020,2581079,0.0099,25195,2,1504,404,0.268617021,785000,32,0.0175,0,17542.68945,17542.68945,17609.17887,17558.31055,17466.33697,15.6211,26151855789,T
2/1/2020,2020,2581079,0.0099,25195,2,3959,685,0.173023491,1433900,46,0.0175,0,17542.68945,17542.68945,17609.17887,17558.31055,17466.33697,15.6211,26151855789,D
3/1/2020,2020,2581079,0.0099,25195,3,4081,1179,0.288899779,687000,29,0.0025,-0.015,13757.13184,13757.13184,14098.3999,13804.75,13428.94997,47.61816,49985722727,A
