MakeDate,Year,Population,GrowthRate,Growth,Month,Active listing,Sales,Sales ratio,Benchmark price,Average day on market,Bank of Canada Interest Rate,Interest Change,Adj Close,Close,High,Open,Low,Index Change,Volume,Housetype
10/1/2017,2017,2499092,0.0127,31258,10,1228,550,0.447882736,802400,27,0.01,0,15825.97619,15825.97619,15853.67141,15819.80948,15797.21903,-6.16671,16584586190,T
10/1/2017,2017,2499092,0.0127,31258,10,5587,940,0.168247718,1609600,41,0.01,0,15825.97619,15825.97619,15853.67141,15819.80948,15797.21903,-6.16671,16584586190,D
11/1/2017,2017,2499092,0.0127,31258,11,2224,1508,0.678057554,648200,20,0.01,0,16032.32719,16032.32719,16066.53644,16032.77268,16000.4727,0.44549,17676720909,A
11/1/2017,2017,2499092,0.0127,31258,11,1224,446,0.364379085,805200,23,0.01,0,16032.32719,16032.32719,16066.53644,16032.77268,16000.4727,0.44549,17676720909,T
11/1/2017,2017,2499092,0.0127,31258,11,5299,841,0.15870919,1608000,43,0.01,0,16032.32719,16032.32719,16066.53644,16032.77268,16000.4727,0.44549,17676720909,D
12/1/2017,2017,2499092,0.0127,31258,12,1726,1028,0.595596756,655400,21,0.01,0,16092.82622,16092.82622,16138.94207,16094.52637,16056.21567,1.70015,18427242632,A
12/1/2017,2017,2499092,0.0127,31258,12,957,371,0.387669801,803700,24,0.01,0,16092.82622,16092.82622,16138.94207,16094.52637,16056.21567,1.70015,18427242632,T
12/1/2017,2017,2499092,0.0127,31258,12,4275,617,0.144327485,1605800,51,0.01,0,16092.82622,16092.82622,16138.94207,16094.52637,16056.21567,1.70015,18427242632,D
1/1/2018,2018,2530746,0.0127,31654,1,1769,1012,0.572074618,665400,28,0.0125,0.0025,16272.46373,16272.46373,16313.83185,16287.45459,16229.3228,14.99086,21072228636,A
1/1/2018,2018,2530746,0.0127,31654,1,974,319,0.3275154,803700,30,0.0125,0.0025,16272.46373,16272.46373,16313.83185,16287.45459,16229.3228,14.99086,21072228636,T
1/1/2018,2018,2530746,0.0127,31654,1,4204,487,0.115842055,1601500,54,0.0125,0.0025,16272.46373,16272.46373,16313.83185,16287.45459,16229.3228,14.99086,21072228636,D
2/1/2018,2018,2530746,0.0127,31654,2,1986,1185,0.596676737,682800,20,0.0125,0,15430.63163,15430.63163,15531.30515,15454.1947,15344.88944,23.56307,23415837895,A
2/1/2018,2018,2530746,0.0127,31654,2,1066,401,0.376172608,819200,27,0.0125,0,15430.63163,15430.63163,15531.30515,15454.1947,15344.88944,23.56307,23415837895,T
2/1/2018,2018,2530746,0.0127,31654,2,4700,621,0.13212766,1602000,44,0.0125,0,15430.63163,15430.63163,15531.30515,15454.1947,15344.88944,23.56307,23415837895,D
3/1/2018,2018,2530746,0.0127,31654,3,2190,1349,0.615981735,693500,18,0.0125,0,15490.39518,15490.39518,15561.99051,15500.72856,15431.85235,10.33338,20593243810,A
3/1/2018,2018,2530746,0.0127,31654,3,1118,446,0.398926655,835300,22,0.0125,0,15490.39518,15490.39518,15561.99051,15500.72856,15431.85235,10.33338,20593243810,T
3/1/2018,2018,2530746,0.0127,31654,3,5072,722,0.142350158,1608500,40,0.0125,0,15490.39518,15490.39518,15561.99051,15500.72856,15431.85235,10.33338,20593243810,D
4/1/2018,2018,2530746,0.0127,31654,4,2802,1308,0.466809422,701000,19,0.0125,0,15380.42383,15380.42383,15441.03325,15385.20471,15325.84301,4.78088,19258722857,A
4/1/2018,2018,2530746,0.0127,31654,4,1284,464,0.361370717,854200,23,0.0125,0,15380.42383,15380.42383,15441.03325,15385.20471,15325.84301,4.78088,19258722857,T
4/1/2018,2018,2530746,0.0127,31654,4,5736,807,0.140690377,1605800,37,0.0125,0,15380.42383,15380.42383,15441.03325,15385.20471,15325.84301,4.78088,19258722857,D
5/1/2018,2018,2530746,0.0127,31654,5,3432,1431,0.416958042,701700,17,0.0125,0,15964.3999,15964.3999,15998.53187,15948.34535,15913.22279,-16.05455,20569364545,A
5/1/2018,2018,2530746,0.0127,31654,5,1544,476,0.308290155,859500,23,0.0125,0,15964.3999,15964.3999,15998.53187,15948.34535,15913.22279,-16.05455,20569364545,T
5/1/2018,2018,2530746,0.0127,31654,5,6316,926,0.14661178,1608000,38,0.0125,0,15964.3999,15964.3999,15998.53187,15948.34535,15913.22279,-16.05455,20569364545,D
